,Name,Compl_Name,place_id,types,International Phone Number,Website,rating,user_ratings_total,vicinity,location.lat,location.lng,Google maps URL
579,Clínica dos Estados Unidos,,ChIJY68q1KszGQ0RnxadUaB5YcU,"['health', 'point_of_interest', 'establishment']",+351 939 726 540,https://www.clinicadosestadosunidos.com/,5.0,6.0,"Av. Estados Unidos da América 100 1ºDto, Lisboa",38.7496233,-9.1425039,https://maps.google.com/?cid=14222782827683714719
580,Clínica Estomatológica Doutor Vasconcelos Tavares Lda.,,ChIJT3OzC_0yGQ0RGwYt4fpP0GY,"['health', 'point_of_interest', 'establishment']",+351 21 797 3100,,0.0,0.0,"Campo Grande 35, Lisboa",38.7552272,-9.1540181,https://maps.google.com/?cid=7408509325962708507
581,Clinica de Medicina Dentária de Alvalade,,ChIJ3xuzAVMyGQ0RYfPrGYrb3o8,"['health', 'point_of_interest', 'establishment']",+351 21 840 4165,,3.7,6.0,"R. Marquês Soveral 8, Lisboa",38.7574549,-9.1374411,https://maps.google.com/?cid=10366964778440323937
582,Clinica De Medicina Dentaria S.João De Brito, Lda,ChIJodQSTaszGQ0RUOhC80lZSKA,"['health', 'point_of_interest', 'establishment']",+351 21 840 8711,,0.0,0.0,"R. José Duro 22, Lisboa",38.7546381,-9.1408157,https://maps.google.com/?cid=11549579418540370000
583,Clínica dentaria dr Luís Caramujo,,ChIJ5Us6xW8zGQ0RbszrBVK-KXI,"['health', 'point_of_interest', 'establishment']",+351 21 492 2263,,0.0,0.0,"Av. do Brasil 192 B Escritório 3, Lisboa",38.7591378,-9.1376401,https://maps.google.com/?cid=10095576796035963636
584,Real Biuti , Clínica Dentária em Alvalade,ChIJqzDB-34zGQ0ReeXbvgQrVp0,"['dentist', 'health', 'point_of_interest', 'establishment']",+351 21 806 6495,http://www.realbiuti.com/,5.0,2.0,"Lisboa, Largo Frei Heitor Pinto 5, Lisboa",38.7548404,-9.1378984,https://maps.google.com/?cid=11337296411333748089
585,CM Clínicas,,ChIJ54Fl1IsxGQ0Rchpya-4h2_0,"['point_of_interest', 'establishment']",+351 917 942 251,https://cmclinicas.com/,0.0,0.0,"Largo Frei Heitor Pinto 5, Lisboa",38.7548529,-9.1378043,https://maps.google.com/?cid=18292251619383974514
586,Osteosaúde , Clínica de Osteopatia em Alvalade,ChIJTZCS51wzGQ0RqxYjhEFuFPg,"['health', 'point_of_interest', 'establishment']",+351 916 274 470,http://www.osteosaude.pt/,5.0,2.0,"Av. da Igreja 16 C, Lisboa",38.7541965,-9.1411902,https://maps.google.com/?cid=4523851366520908000
587,DIRECLIN, CLÍNICA DE MEDICINA ORAL,ChIJL6TuZFQyGQ0RQVTJuWf1HeQ,"['dentist', 'health', 'point_of_interest', 'establishment']",+351 21 099 5838,http://www.direclin.com/,4.9,12.0,"Av. Rio de Janeiro 39, Lisboa",38.7578009,-9.1408841,https://maps.google.com/?cid=16437564040819594305
588,Sorriso Alfacinha , Clínica Médica E Dentária,ChIJE4UUcLkzGQ0RErkTxpmENS4,"['health', 'point_of_interest', 'establishment']",+351 21 419 0654,,0.0,0.0,"R. João da Silva 8, Lisboa",38.7421846,-9.1281915,https://maps.google.com/?cid=3329713295498393874
589,Odontoclinic , Clinica Dentária,ChIJ1wWgDbozGQ0RGvehFEQtUe0,"['health', 'point_of_interest', 'establishment']",+351 927 195 289,https://odontoclinic.pt/,5.0,5.0,"R. Margarida de Abreu 13B Loja 1, Lisboa",38.7445645,-9.1300717,https://maps.google.com/?cid=17100499030529668890
590,Clinical Dermatology Do Areeiro, Lda.,ChIJ7cl457szGQ0R9FJKqr8Zlp4,"['health', 'point_of_interest', 'establishment']",+351 21 845 2779,http://www.cdaderm.com/,4.4,23.0,"Av. Afonso Costa 22 SL D, Lisboa",38.741362,-9.129451,https://maps.google.com/?cid=11427349415485657844
591,Clínica Dentária Santo António Capuchos Lda.,,ChIJocS-w5YzGQ0R_xkQ0UGwx24,"['health', 'point_of_interest', 'establishment']",+351 21 815 2848,http://clinicadoscapuchos.com/,4.8,4.0,"R. Jorge Castilho 2B, Lisboa",38.7397867,-9.1280529,https://maps.google.com/?cid=7982542661264349695
592,Dr. Rui Ceia, Clínica Médica,ChIJo0CvdLkzGQ0R5LRfbMwqbRU,"['point_of_interest', 'establishment']",+351 21 793 0318,,3.0,1.0,"Rua Sarmento de Beires 30, Lisboa",38.7425341,-9.1276674,https://maps.google.com/?cid=1543937304737854692
593,ORTOCLINIC,,ChIJTyfEe1UyGQ0RNrUzjwxS2xs,"['dentist', 'health', 'point_of_interest', 'establishment']",+351 969 286 161,http://www.clinicaortoclinic.com/,3.2,6.0,"R. Barão de Sabrosa 311B, Lisboa",38.7406339,-9.130634,https://maps.google.com/?cid=2007288272819303734
594,Clínica Fisioterapia Dr Levy,,ChIJWYaRChkzGQ0Rq1lcdhyE6Gk,"['health', 'point_of_interest', 'establishment']",+351 21 847 7432,,0.0,0.0,"Largo Casal Vistoso 3, Lisboa",38.7428247,-9.1312304,https://maps.google.com/?cid=12859162318259733267
595,Clínica Fisioterapia Dr Levy,,ChIJtwNVeWczGQ0RE8P1aP_rdLI,"['health', 'point_of_interest', 'establishment']",+351 21 847 7432,,5.0,8.0,"Largo Casal Vistoso 3, Lisboa",38.7428247,-9.1312304,https://maps.google.com/?cid=12859162318259733267
596,Maria Alcina Granate,Clínica Médica,ChIJOcbUs74zGQ0RKXVjC9q36qE,"['health', 'point_of_interest', 'establishment']",+351 21 840 7563,,0.0,0.0,"R. Jorge Castilho 6, Lisboa",38.7398986,-9.1281228,https://maps.google.com/?cid=11667339931778512169
597,REDELAB Saúde | Dra. Celeste Formosinho | Análises Clínicas,,ChIJTwRLsL4zGQ0Rh2clLO9UNBY,"['health', 'point_of_interest', 'establishment']",+351 21 010 0347,http://www.labformosinho.pt/,4.8,34.0,"R. Egas Moniz 2A, Lisboa",38.7397004,-9.1282423,https://maps.google.com/?cid=1599997153837934471
598,Ch Clinic, Unipessoal Lda,ChIJv5lwSaQzGQ0Rm_Og6m63OYg,"['health', 'point_of_interest', 'establishment']",+351 21 840 9602,,0.0,0.0,"Av. Marconi 4, Lisboa",38.7417017,-9.138481,https://maps.google.com/?cid=9816078549841408923
599,Clínica Dentária Caetano Varela,,ChIJCyDHxKUzGQ0RjXeD-nRocBE,"['health', 'point_of_interest', 'establishment']",+351 21 840 8026,,4.0,1.0,"R. Oliveira Martins 2, Lisboa",38.7427004,-9.1394538,https://maps.google.com/?cid=1256619147664783245
600,Clínica Ana Silva Guerra,,ChIJufC4Gg0zGQ0RIgWaO95C-V0,"['health', 'point_of_interest', 'establishment']",+351 918 876 553,https://www.anasilvaguerra.com/,4.7,69.0,"R. Oliveira Martins 1C, Lisboa",38.742693,-9.1394719,https://maps.google.com/?cid=6771517036978373922
601,CDCR Clínica de Diagnóstico e Checkup Roma,,ChIJ63zB66UzGQ0RLG4LM831dU4,"['dentist', 'health', 'point_of_interest', 'establishment']",+351 21 795 8312,http://www.clinicacheckuproma.pt/,4.6,19.0,"R. Augusto Gil N 15 B, Lisboa",38.74341450000001,-9.140641,https://maps.google.com/?cid=5653695168907013676
602,Clínica dos Ossos,,ChIJh4YoOVEzGQ0RX7jyB436OaE,"['doctor', 'health', 'point_of_interest', 'establishment']",+351 21 274 1494,http://www.clinica-dos-ossos.com/,0.0,0.0,"Av. João XXI 49 1o Esq, Lisboa",38.74228129999999,-9.1397539,https://maps.google.com/?cid=2997756875450785867
603,Clínica Médis Acqua Roma,,ChIJyff3RbYzGQ0R9uoE_rbUCWA,"['health', 'point_of_interest', 'establishment']",+351 21 051 3560,https://www.clinicamedis.pt/clinicas/detalhe-da-clinica?id=6509,3.7,6.0,"Centro Comercial Acqua Roma, Av. de Roma 13-15B loja 19, Lisboa",38.7432393,-9.1388961,https://maps.google.com/?cid=6920296184842349302
604,Clínica Médica Otorosmed,,ChIJM7QiN6MzGQ0RLESa3pKbVPg,"['doctor', 'health', 'point_of_interest', 'establishment']",+351 21 840 3722,http://www.otorosmed.com/,5.0,1.0,"Av. Guerra Junqueiro 5 1ºDto, Lisboa",38.7379958,-9.1349898,https://maps.google.com/?cid=17894098274552005676
605,Clinical Psychology Lisbon,,ChIJJ0KVSuouGQ0R9SmLu60Y3Kg,"['doctor', 'health', 'point_of_interest', 'establishment']",+351 919 609 990,http://anamedinamesquita.com/,1.0,2.0,"Av. João XXI 28, Lisboa",38.7427253,-9.1389966,https://maps.google.com/?cid=4077183152561319379
606,Style Clinics , Clinica Dentária e Estética Reconstrutiva,ChIJtbxXWqYzGQ0R3QF86WZDKiQ,"['health', 'point_of_interest', 'establishment']",+351 21 191 8701,,0.0,0.0,"Galerias Via Veneto, Av. João XXI nº 72 A, Lisboa",38.7422455,-9.142063,https://maps.google.com/?cid=2605969443670196701
607,Clínica Dr. Cortez Das Neves, Lda.,ChIJa2VIUaEzGQ0RONNCdbHJ5xo,"['dentist', 'health', 'point_of_interest', 'establishment']",+351 21 840 0345,http://www.cortezdasneves.com/1/contactos_560390.html,5.0,9.0,"R. Ladislau Piçarra 3, Lisboa",38.738838,-9.1404731,https://maps.google.com/?cid=1938739928619995960
608,Cuidadente , Clínica Médica Dentária,ChIJSUEuybozGQ0RLHZ1yYNJnnk,"['health', 'point_of_interest', 'establishment']",+351 21 828 2008,,5.0,5.0,"Av. de Madrid 1B, Lisboa",38.7433325,-9.1340646,https://maps.google.com/?cid=8763522755279025708
609,Clínica Dentária Dr. Vinicius Porto,,ChIJi-lCOr0zGQ0RNY-OmMpXoNE,"['dentist', 'health', 'point_of_interest', 'establishment']",+351 929 242 161,http://www.clinicadentariaviniciusporto.pt/,4.4,35.0,"Alameda Dom Afonso Henriques Nº 70 1ºDto, Lisboa",38.7376201,-9.1340637,https://maps.google.com/?cid=15105169677855133493
610,Pedro Martins , Psicólogo Clínico e Psicoterapeuta,ChIJE9kK0rwzGQ0R_fqsMQj8FLo,"['health', 'point_of_interest', 'establishment']",+351 933 203 191,http://www.clinico-psicologo.com/,5.0,3.0,"Av. Guerra Junqueiro nº 2 1º, Lisboa",38.737762,-9.1342836,https://maps.google.com/?cid=13408619102712167165
611,Oliveira & Tibúrcio , Clínica Dentária,ChIJz3vH4pEzGQ0Rq9A6VluDoQI,"['health', 'point_of_interest', 'establishment']",+351 21 812 0067,https://oliveira-tiburcio-clinica-dentaria.negocio.site/?utm_source=gmb&utm_medium=referral,0.0,0.0,"R. Palmira 56 1ºEsq, Lisboa",38.7246459,-9.1338105,https://maps.google.com/?cid=189577087638229163
612,Dento,Clinica Dentaria,ChIJuzIhuZozGQ0RSIJDYjLF6X0,"['dentist', 'health', 'point_of_interest', 'establishment']",+351 21 314 5006,,3.8,8.0,"R. Álvaro Coutinho 52, Lisboa",38.7250619,-9.1356923,https://maps.google.com/?cid=9072999744502202952
613,Cmdsps , Clínica Médica Dentária De S. Pedro Do Sul,ChIJXToF1pEzGQ0R0FE34BxUHQw,"['health', 'point_of_interest', 'establishment']",+351 232 728 138,,5.0,1.0,"R. Heliodoro Salgado 21, Lisboa",38.7244204,-9.1314554,https://maps.google.com/?cid=872946385777283536
614,Clínica Dr. David,,ChIJ7xFENI4zGQ0Rv_j4TWliaEQ,"['health', 'point_of_interest', 'establishment']",+351 21 395 7661,,4.5,2.0,"R. Angelina Vidal 86, Lisboa",38.7232744,-9.1315457,https://maps.google.com/?cid=1269289275897056299
615,Crónicas e Predicados , Psicologia Clínica,ChIJoxQiX9YzGQ0RrVScRuYbYr4,"['health', 'point_of_interest', 'establishment']",+351 21 093 7605,https://cronicasepredicados.pt/,0.0,0.0,"R. Palmira 66 1º E, Lisboa",38.7254516,-9.1338424,https://maps.google.com/?cid=13718558090765030573
616,Centro de Saúde da Penha de França,,ChIJ6Xa8qpozGQ0RBCOK8K83zsU,"['health', 'point_of_interest', 'establishment']",+351 21 816 4100,http://www.portaldasaude.pt/,1.9,87.0,"R. Luís Pinto Moitinho 5, Lisboa",38.7240974,-9.1344507,https://maps.google.com/?cid=14253391099468587780
617,Clínica de Naturopatia Dr. Fernando Figueiredo,,ChIJtZn0wo8zGQ0RnLcy1O4TkKA,"['spa', 'food', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 812 7821,,4.3,24.0,"R. Maria 36, Lisboa",38.7229849,-9.1332033,https://maps.google.com/?cid=11569769359198042012
618,Clínica Serenum,,ChIJo_M4M4MzGQ0REMGbYpMjB-w,"['physiotherapist', 'doctor', 'health', 'point_of_interest', 'establishment']",+351 21 096 7483,http://www.clinicaserenum.pt/,0.0,0.0,"R. Dr. Almeida Amaral 10 B, Lisboa",38.723374,-9.141733,https://maps.google.com/?cid=17007601633709506832
619,Clínica Médica A Nunes Diogo Lda,,ChIJjyzQxJgzGQ0Rpo7blKXxXKQ,"['health', 'point_of_interest', 'establishment']",+351 21 314 0096,,0.0,0.0,"R. Cidade da Horta 38, Lisboa",38.7322253,-9.1391833,https://maps.google.com/?cid=11843606813546876582
620,Dr.ª Cláudia Morais , Psicologia Clínica e Terapia de Casal,ChIJY-zdHJkzGQ0RPH3owOSKvek,"['health', 'point_of_interest', 'establishment']",+351 967 507 853,http://www.claudiamorais.com/,0.0,0.0,"R. Pascoal de Melo 37 1. dto, Lisboa",38.7313835,-9.1380693,https://maps.google.com/?cid=16842770896529161532
621,Clínica Lifeplus,,ChIJOeN0Xp8zGQ0R_x8ytPzunMg,"['health', 'point_of_interest', 'establishment']",+351 21 315 3790,https://www.lifeplus.pt/,3.3,29.0,"R. De Dona Estefânia 181, Lisboa",38.7336083,-9.1416257,https://maps.google.com/?cid=14455691673074802687
622,Clinica KL Estefânia Dentalcare e Estética,,ChIJ2yWb5JgzGQ0RrM06EOY9u14,"['dentist', 'health', 'point_of_interest', 'establishment']",+351 21 317 4143,,5.0,5.0,"R. Rebelo da Silva nº 29, Lisboa",38.73198,-9.138132,https://maps.google.com/?cid=6826117718534180268
623,Clínica FLEXUS,,ChIJ8QrDpZ8zGQ0R66PZP1-mdFg,"['health', 'point_of_interest', 'establishment']",+351 21 352 0944,http://www.clinicaflexus.pt/,4.7,95.0,"R. Actor Taborda nº 27 1º Dto, Lisboa",38.7319699,-9.1432474,https://maps.google.com/?cid=6373902300659426283
624,Clínica Médica Dra. Adélia Dias Fortuna & Dr. José Lopes Fortuna, Lda.,ChIJYZ-IQJ8zGQ0R6lBY_Vwkfgs,"['dentist', 'health', 'point_of_interest', 'establishment']",+351 21 342 2971,,1.0,2.0,"R. De Dona Estefânia 157, Lisboa",38.7327278,-9.1412941,https://maps.google.com/?cid=828139363288764650
625,Clínica De Reabilitação Oral Doutor Luís Rebelo Lda,,ChIJQfdPFpgzGQ0RF4aqygd_XHs,"['health', 'point_of_interest', 'establishment']",+351 21 846 0290,,5.0,4.0,"R. Alves Torgo 34, Lisboa",38.7332451,-9.1353464,https://maps.google.com/?cid=8889119435964188183
626,Ana Rita Almeida , Psicóloga Clínica,ChIJJxE5RXc0GQ0RGEavCmiW_Nw,"['health', 'point_of_interest', 'establishment']",+351 919 325 882,https://anaritagalmeida.wixsite.com/psicologaclinica,0.0,0.0,"R. Carlos José Barreiros 8 R/c Esquerdo, Lisboa",38.7330729,-9.1363238,https://maps.google.com/?cid=13446254219455294269
627,Clininfante , Clínica Médica E Dentária,ChIJ9zl6aZgzGQ0R_X8d8RHrmUw,"['dentist', 'health', 'point_of_interest', 'establishment']",+351 21 317 4143,,0.0,0.0,"R. Carlos José Barreiros 12, Lisboa",38.7332701,-9.1363192,https://maps.google.com/?cid=5519701280611467261
628,Mafalda Branquinho, Clínica de Medicina Dentária,ChIJA_jlFpozGQ0RuUXhx2phz6Y,"['health', 'point_of_interest', 'establishment']",+351 21 013 9143,https://www.whit.pt/,5.0,13.0,"Rua António Pedro nº1 loja C, Lisboa",38.7284671,-9.1357698,https://maps.google.com/?cid=12019933041723000249
629,Biocare , Clínica Estética,ChIJd2izgJ8zGQ0RaAxE3z4Rw0k,"['health', 'point_of_interest', 'establishment']",+351 21 314 1830,http://biocare.pt/,0.0,0.0,"Avenida Defensores de Chaves Nº15 1ºA, Lisboa",38.7337626,-9.1432233,https://maps.google.com/?cid=5315110946958740584
630,Dentista Saldanha , Saldanha M2 Clinic ,ChIJ_ZNk2qEzGQ0Rk3WKCFE9b3U,"['dentist', 'health', 'point_of_interest', 'establishment']",+351 21 353 0156,http://www.dentistasaldanha.pt/,5.0,36.0,"nº2, C/D, Av. Praia da Vitória, Lisboa",38.7343147,-9.1417852,https://maps.google.com/?cid=8462049643097388435
631,Terra Calma , Psicologia Clínica,ChIJy__Vh7EzGQ0RTMZx88NK_XE,"['health', 'point_of_interest', 'establishment']",+351 918 680 799,http://www.terracalma.com/,5.0,1.0,"R. Carlos José Barreiros 8 R/C Esq, Lisboa",38.7330729,-9.1363238,https://maps.google.com/?cid=8213803500857050700
632,Clínica Dr. Didio de Aguiar,,ChIJGffIWQozGQ0RZmb_tssfeWo,"['doctor', 'health', 'point_of_interest', 'establishment']",+351 21 315 9507,http://www.clinicadidioaguiar.pt/,3.1,26.0,"Espaço Gemini, R. Sousa Lopes, Lisboa",38.7439471,-9.1536044,https://maps.google.com/?cid=7672198400011363942
633,ADF Psicologia , Consultório de Psicologia Clínica,ChIJ5VaUvaozGQ0REhVpoHhNzlM,"['health', 'point_of_interest', 'establishment']",+351 917 800 208,https://www.adfpsicologia.com/,5.0,1.0,"R. da Beneficência 34, Lisboa",38.7413127,-9.1556922,https://maps.google.com/?cid=6038849330833069330
634,Clínica Médica e Dentária da Praça de Espanha,,ChIJ3RdNHw4zGQ0Rj22wsWnEGy4,"['dentist', 'health', 'point_of_interest', 'establishment']",+351 21 092 7700,https://www.cpeclinicas.pt/,4.4,66.0,"R. Dom Luís de Noronha Nº 32 1º Piso, Lisboa",38.7392,-9.15629,https://maps.google.com/?cid=3322465108347612559
635,Clínica Dra. Rosa Ferreira Da Silva, Lda.,ChIJc_rGvQUzGQ0RHC3n6dsR7hQ,"['doctor', 'health', 'point_of_interest', 'establishment']",,,0.0,0.0,"R. Julieta Ferrão 12, Lisboa",38.7440755,-9.1537015,https://maps.google.com/?cid=1508162561435446556
636,Clínica Médica e Dentária Santos Dumont,,ChIJ-VIUIg4zGQ0Rqm2_PAO0e4c,"['dentist', 'health', 'point_of_interest', 'establishment']",+351 21 797 5477,http://www.clinicasantosdumont.pt/,0.0,0.0,"Av. Santos Dumont 51 A, Lisboa",38.7396144,-9.1557377,https://maps.google.com/?cid=9762594543252762026
637,Espaço Existência , Psicologia Clínica & Psicoterapia,ChIJRSippRIzGQ0RLd15_QT9ShY,"['health', 'point_of_interest', 'establishment']",+351 965 047 511,http://www.espacoexistencia.com/,0.0,0.0,"R. Julieta Ferrão 12, Lisboa",38.7449344,-9.1527342,https://maps.google.com/?cid=1606374414985321773
638,Clínica De Otorrinolaringologia Brito Mendes Lda,,ChIJc_rGvQUzGQ0RSfT4Tl5aOjg,"['health', 'point_of_interest', 'establishment']",,,5.0,2.0,"R. Julieta Ferrão 12, Lisboa",38.7444513,-9.1537783,https://maps.google.com/?cid=4051650175871546441
639,ICA , Instituto Clínico de Alergologia,ChIJm2sljw4zGQ0Ry2BRAd9VwN4,"['health', 'point_of_interest', 'establishment']",+351 21 394 0400,https://alergoline.com/,4.4,14.0,"Av. de Berna 30 4º B, Lisboa",38.7390365,-9.153492,https://maps.google.com/?cid=16050923488236626123
640,First Health , Clínica Médica,ChIJkZgfCzszGQ0R1NQFuRfoFQc,"['health', 'point_of_interest', 'establishment']",+351 21 798 6781,http://www.firsthealth.pt/,5.0,1.0,"Av. Marquês de Tomar 104, Lisboa",38.7393959,-9.1499632,https://maps.google.com/?cid=510569321362478292
641,Clínica Tamara Castelo,,ChIJvRw16bIzGQ0RUdDZfS7Qbq0,"['health', 'point_of_interest', 'establishment']",+351 21 848 0213,http://www.clinicatamaracastelo.pt/,0.0,0.0,"R. Francisco de Holanda 37A, Lisboa",38.7443942,-9.1571567,https://maps.google.com/?cid=12497154914098204753
642,Clínica Cabral Sacadura Lda.,,ChIJM6nCb3QzGQ0R4macM9kqAgw,"['dentist', 'hospital', 'health', 'point_of_interest', 'establishment']",+351 21 355 6172,http://clinicacabralsacadura.com/contactos.htm,4.3,9.0,"Av. António Augusto de Aguiar 15 R/c, Lisboa",38.7300201,-9.1505339,https://maps.google.com/?cid=865301190770714338
643,DERMAGE Clínica de Dermatologia & Rejuvenescimento,,ChIJZxohfHQzGQ0RTfqbblaASU8,"['doctor', 'health', 'point_of_interest', 'establishment']",+351 21 590 4452,http://www.dermage.pt/,3.1,65.0,"Av. António Augusto de Aguiar 17, Lisboa",38.7304094,-9.1508608,https://maps.google.com/?cid=5713238711007443533
644,Clínica da Mente,,ChIJc8SYoKAzGQ0R5Fosjs70taY,"['doctor', 'health', 'point_of_interest', 'establishment']",+351 21 136 3570,https://www.clinicadamente.com/,4.5,118.0,"Avenida António Augusto Aguiar, n.° 21, 2º Andar",38.7308963,-9.1512615,https://maps.google.com/?cid=12012776749066377956
645,beclinique Lisboa,,ChIJ448MtuUzGQ0R35FU3zngHZI,"['health', 'point_of_interest', 'establishment']",+351 21 352 6290,http://www.beclinique.pt/,3.7,3.0,"Av. António Augusto de Aguiar n.º 21 Piso 0, Lisboa",38.7308755,-9.1512264,https://maps.google.com/?cid=10528818043026706911
646,Thrust Clinic,,ChIJLbp-ZHQzGQ0RRAH3QR0Zr4s,"['health', 'point_of_interest', 'establishment']",+351 21 045 5310,http://thrustclinic.pt/,4.4,7.0,"Av. Antonio Augusto de Aguiar nº58 B, Lisboa",38.730332,-9.150267,https://maps.google.com/?cid=10065291305647800644
647,Clínica Médica Dentária A. Roseiro,,ChIJn_NCOjkzGQ0RdV04-yVP7Dc,"['dentist', 'health', 'point_of_interest', 'establishment']",+351 21 342 5265,http://www.clinicaroseiro.pt/contactos.html,0.0,0.0,"Av. António Augusto de Aguiar 17, Lisboa",38.7304094,-9.1508608,https://maps.google.com/?cid=4029682791136910709
648,Clínica Médica Internacional de Lisboa,,ChIJzTP2aXQzGQ0Rz3ZeV0miBVY,"['health', 'point_of_interest', 'establishment']",+351 21 351 3310,https://www.cmil.pt/,4.2,44.0,"Av. Sidónio Pais 14 R/c Esq, Lisboa",38.72928599999999,-9.1504312,https://maps.google.com/?cid=6198538898027476687
649,Memoclínica,,ChIJbwPKaHQzGQ0RloxMOq-Haz4,"['health', 'point_of_interest', 'establishment']",+351 21 313 9830,http://www.memoclinica.pt/,4.7,9.0,"Av. António Augusto de Aguiar 42 5º Dto, Lisboa",38.7300884,-9.1500776,https://maps.google.com/?cid=4497837839526694038
650,Clínica Longeva,,ChIJvdO8D3QzGQ0RN7inObD701g,"['health', 'point_of_interest', 'establishment']",+351 21 782 7310,https://clinicalongeva.pt/,4.3,19.0,"R. Filipe Folque 13, Lisboa",38.7320894,-9.1498179,https://maps.google.com/?cid=6400736229723715639
651,Clínica Coração de Jesus,,ChIJV-3PAXYzGQ0RQMh8enzGVFI,"['doctor', 'health', 'point_of_interest', 'establishment']",+351 21 351 3500,http://www.bravopimentao.com/,0.0,0.0,"Av. António Augusto de Aguiar, nº24 - 6º Esq., Lisboa",38.72920330000001,-9.1498097,https://maps.google.com/?cid=5932584847087028288
652,Clinimedex,Clinica De Diagnostico E Terapeutica,ChIJwY2u5HQzGQ0Rs8LXPq5cgqE,"['health', 'point_of_interest', 'establishment']",+351 927 397 275,,5.0,3.0,"R. Tomás Ribeiro 89, Lisboa",38.7313963,-9.1487093,https://maps.google.com/?cid=11637966290527175347
653,Clínica do Lago,,ChIJL-UZq3UzGQ0RUTJaOwKnhJ8,"['health', 'point_of_interest', 'establishment']",+351 21 354 7623,http://www.clinicadolago.pt/,5.0,1.0,"R. Tomás Ribeiro 65, Lisboa",38.7306287,-9.1482774,https://maps.google.com/?cid=11494495776983888465
654,Clinica Ribeiro André,,ChIJL67NkbQzGQ0R0vzXEgoSHho,"['health', 'point_of_interest', 'establishment']",+351 962 488 473,http://www.clira.pt/,0.0,0.0,"R. São Sebastião da Pedreira 25 A, Lisboa",38.729665,-9.1492151,https://maps.google.com/?cid=1881961528762563794
655,Gerações,,ChIJrZ8ZhXYzGQ0R5si5XWBDmJA,"['health', 'point_of_interest', 'establishment']",+351 21 444 5763,,4.3,29.0,"Av. Fontes Pereira de Melo 3, Lisboa",38.7276602,-9.14903,https://maps.google.com/?cid=15674268191815828308
656,Clínica Sorriso Saudável,,ChIJ3xAdJnQzGQ0RIaDZaMdSJWg,"['health', 'point_of_interest', 'establishment']",+351 21 314 4752,http://sorrisosaudavel.pt/,3.9,7.0,"Avenida Antonio Augusto De Agular No5, 4a, Lisboa",38.7283408,-9.1492259,https://maps.google.com/?cid=7504495370493861921
657,Pazec , Clínica De Electromiografia,ChIJBzQxP3QzGQ0RfgKQ0nTfEWg,"['health', 'point_of_interest', 'establishment']",+351 21 353 0302,,0.0,0.0,"Av. António Augusto de Aguiar 30, Lisboa",38.729345,-9.1493556,https://maps.google.com/?cid=7499020547390440062
658,Orthoclinic (Lisboa),,ChIJ5wUfsHQzGQ0RfLZLBe2KvG0,"['health', 'point_of_interest', 'establishment']",+351 968 961 366,http://www.orthocliniclisboa.pt/,4.0,4.0,"Av. Luís Bívar 11, Lisboa",38.7327318,-9.1506743,https://maps.google.com/?cid=7907347796356478588
659,Affidea IMI , Parque,ChIJCcTSRHQzGQ0RvdTBr2Q_g5s,"['doctor', 'health', 'point_of_interest', 'establishment']",+351 21 318 9300,https://www.affidea.pt/cl%C3%ADnicas/affidea-imi-lisboa-parque/,4.0,17.0,"Av. António Augusto de Aguiar 40 A, Lisboa",38.72980829999999,-9.1498059,https://maps.google.com/?cid=11205869999505921213
660,Bowen Lisbon Clinic,,ChIJh8LvBXUzGQ0Rk0ewFI9kFFI,"['health', 'point_of_interest', 'establishment']",+351 21 357 4107,,0.0,0.0,"R. Tomás Ribeiro 6, Lisboa",38.7313862,-9.147907,https://maps.google.com/?cid=5914462776334501779
661,IMED MARQUÊS DE POMBAL,,ChIJf-O0mnYzGQ0RKF08NKK5r7M,"['health', 'point_of_interest', 'establishment']",+351 21 894 7325,https://imedlisboa.pt/imed,5.0,6.0,"Av. Sidónio Pais 2 2.ºb dto, Lisboa",38.727658,-9.1491226,https://maps.google.com/?cid=12947771560025677096
662,Paulo Ravara , Clinica Urologica,ChIJ6RmRfnQzGQ0RCOeRB_HTn2c,"['doctor', 'health', 'point_of_interest', 'establishment']",+351 21 355 4455,https://www.pauloravara.pt/,1.0,3.0,"Av. António Augusto de Aguiar 17, Lisboa",38.7304094,-9.1508608,https://maps.google.com/?cid=7466919739371153160
663,Sara Cruz, Psicóloga Clínica,ChIJj38EvHwzGQ0R8ZksiWKo2NY,"['health', 'point_of_interest', 'establishment']",+351 910 192 161,http://saracruz-psicologa.pt/,0.0,0.0,"Av. António Augusto de Aguiar, Lisboa",38.732039,-9.152101,https://maps.google.com/?cid=15481308860247742961
664,Espaço,Tempsis CLÍNICA,ChIJYcMK2nQzGQ0R81kaS773dtA,"['health', 'point_of_interest', 'establishment']",+351 917 867 840,,0.0,0.0,"R. Latino Coelho 14, Lisboa",38.7327568,-9.1487921,https://maps.google.com/?cid=15021466003816733171
665,Ava Clinic Lisbon,,ChIJG_hIRIczGQ0RuosDIC8ZtWo,"['doctor', 'health', 'point_of_interest', 'establishment']",+351 21 324 5000,http://www.avaclinic.pt/,4.6,16.0,"Av. António Augusto de Aguiar 5A, Lisboa",38.7284202,-9.1491196,https://maps.google.com/?cid=7689079628996250554
