,business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,Phone Number,International Phone Number,Website,Google maps URL,price_level
548,OPERATIONAL,"{'location': {'lat': 38.7222879, 'lng': -9.3064134}, 'viewport': {'northeast': {'lat': 38.72363772989272, 'lng': -9.305063570107277}, 'southwest': {'lat': 38.72093807010728, 'lng': -9.307763229892721}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,"Farmácia Varela Baião, Unipessoal Lda.",{'open_now': False},,ChIJhyN4lenOHg0Rj6aML1-0uyg,"{'compound_code': 'PMCV+WC Porto Salvo', 'global_code': '8CCGPMCV+WC'}",4.5,ChIJhyN4lenOHg0Rj6aML1-0uyg,GOOGLE,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",50.0,"R. Comércio 7, Porto Salvo",21 423 9107,+351 21 423 9107,,https://maps.google.com/?cid=2935137903074649743,
549,OPERATIONAL,"{'location': {'lat': 38.7056245, 'lng': -9.3006161}, 'viewport': {'northeast': {'lat': 38.70697432989272, 'lng': -9.299266270107276}, 'southwest': {'lat': 38.70427467010727, 'lng': -9.30196592989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Well's,{'open_now': False},"[{'height': 949, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100973983967735362389"">Tiago Filipe</a>'], 'photo_reference': 'Aap_uEBfloYPcirpUsRnKgM-8TEjnrg2hdrDr_yK_ggKN71duIMIcamaR5RZ8kWptfoC53F2qKYgK_MF_Q2pP7I1wIKtDaxq0cpvs3a8qWAsD0Nu6pFOQ35525RZBnNrIm3lAj6Soi2p-JiVHrtvBPNV5_dmKSgpuYPYI6U4i2QElXXOSn2H', 'width': 1265}]",ChIJF6EM98nOHg0RdJuYCtyZYI8,"{'compound_code': 'PM4X+6Q Paço de Arcos', 'global_code': '8CCGPM4X+6Q'}",3.7,ChIJF6EM98nOHg0RdJuYCtyZYI8,GOOGLE,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",20.0,"Av. António Bernardo Cabral de Macedo 1, Paço de Arcos",912 229 584,+351 912 229 584,https://m.facebook.com/MorePharma/,https://maps.google.com/?cid=11749750858707462484,
550,OPERATIONAL,"{'location': {'lat': 38.702459, 'lng': -9.3058701}, 'viewport': {'northeast': {'lat': 38.70385722989272, 'lng': -9.304574470107278}, 'southwest': {'lat': 38.70115757010728, 'lng': -9.307274129892722}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Farmácia Sacoor do Fórum Oeiras,{'open_now': True},"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104177972306245194552"">A Google User</a>'], 'photo_reference': 'Aap_uEB1jKNZV8LdSHVxEBSsqCWqEu9EWewEZ2QmF-GQoZRnM1QReOhxBkHBB79Vf-tosHiDtZ0PgnMuQqi0dx_7uQICNGwHHr8LsKQnZL1U5ads1OlkurhrIqkyUsCvL3mD1fiWwG1HEjCVdFfhHXCbHxs3fbo9CTGH8MZQJ_T98PBQGMvr', 'width': 3264}]",ChIJPb8DecvOHg0RC3Eo2e2LEus,"{'compound_code': 'PM2V+XM Oeiras', 'global_code': '8CCGPM2V+XM'}",4.1,ChIJPb8DecvOHg0RC3Eo2e2LEus,GOOGLE,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",37.0,"R. Dr. José da Cunha 28 A, Oeiras",21 441 4383,+351 21 441 4383,http://www.farmaciasacoor.pt/,https://maps.google.com/?cid=16938755002160673035,
551,OPERATIONAL,"{'location': {'lat': 38.7138331, 'lng': -9.3107263}, 'viewport': {'northeast': {'lat': 38.71508327989272, 'lng': -9.309555370107278}, 'southwest': {'lat': 38.71238362010727, 'lng': -9.312255029892722}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sanofi,,,ChIJb-07wcTOHg0Rexx-23tPy5g,"{'compound_code': 'PM7Q+GP Porto Salvo', 'global_code': '8CCGPM7Q+GP'}",2.3,ChIJb-07wcTOHg0Rexx-23tPy5g,GOOGLE,"['health', 'point_of_interest', 'establishment']",4.0,"Lagoas Park, Edifício 7 3º Piso 2740-244, Porto Salvo",21 358 9400,+351 21 358 9400,http://www.sanofi.pt/,https://maps.google.com/?cid=11009981107419356283,
552,OPERATIONAL,"{'location': {'lat': 38.7146853, 'lng': -9.3105247}, 'viewport': {'northeast': {'lat': 38.71612392989272, 'lng': -9.309254920107277}, 'southwest': {'lat': 38.71342427010728, 'lng': -9.31195457989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,TEVA,,,ChIJbwPfxxjNHg0Rj7PrSn53G5s,"{'compound_code': 'PM7Q+VQ Porto Salvo', 'global_code': '8CCGPM7Q+VQ'}",4.0,ChIJbwPfxxjNHg0Rj7PrSn53G5s,GOOGLE,"['health', 'point_of_interest', 'establishment']",1.0,"Lagoas Park, Edificio 5-A, Piso 2, Porto Salvo",21 476 7550,+351 21 476 7550,,https://maps.google.com/?cid=11176658284556563343,
553,OPERATIONAL,"{'location': {'lat': 38.696961, 'lng': -9.306982399999999}, 'viewport': {'northeast': {'lat': 38.69831082989273, 'lng': -9.305632570107276}, 'southwest': {'lat': 38.69561117010728, 'lng': -9.30833222989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Farmácia Alcântara Guerreiro,{'open_now': False},,ChIJTYZdijPJHg0RWDWAoasmU78,"{'compound_code': 'MMWV+Q6 Oeiras', 'global_code': '8CCGMMWV+Q6'}",4.4,ChIJTYZdijPJHg0RWDWAoasmU78,GOOGLE,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",16.0,"R. Carlos Lacerda 5, Oeiras",21 443 0691,+351 21 443 0691,https://www.farmaciasportuguesas.pt/catalogo/ficha-farmacia?code=17302,https://maps.google.com/?cid=13786405402902017368,
554,OPERATIONAL,"{'location': {'lat': 38.6945937, 'lng': -9.3040637}, 'viewport': {'northeast': {'lat': 38.69589522989273, 'lng': -9.302698870107278}, 'southwest': {'lat': 38.69319557010728, 'lng': -9.305398529892722}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Farmácia Holon Oeiras,{'open_now': True},"[{'height': 750, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110106290573335013397"">A Google User</a>'], 'photo_reference': 'Aap_uEB0yqwV10pjLjrU9KRsIdAE0ugLtmcDhMQQXFEdrCf2lf-6sz4lJFiuelWFgFc9eXpx2rCXr_YhKiUEIHqSN6e3Ym8MjXm0cYoCYAErLznOdBRD4GRps6CSNTnHI70v0lpatkcA1VkwL5cg_cFOl5irMOEXBPxkPskVQ8O20qNdC4mA', 'width': 750}]",ChIJRf8OhTbJHg0RkLjyMenzUXM,"{'compound_code': 'MMVW+R9 Oeiras', 'global_code': '8CCGMMVW+R9'}",4.3,ChIJRf8OhTbJHg0RkLjyMenzUXM,GOOGLE,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",61.0,"Av. Moçambique 12A, Oeiras",21 441 1190,+351 21 441 1190,http://www.farmaciasholon.pt/,https://maps.google.com/?cid=8309690970366195856,
555,OPERATIONAL,"{'location': {'lat': 38.6926874, 'lng': -9.311696999999999}, 'viewport': {'northeast': {'lat': 38.69399792989272, 'lng': -9.310349570107277}, 'southwest': {'lat': 38.69129827010727, 'lng': -9.313049229892721}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Farmácia Godinho,{'open_now': False},"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109365578625823115318"">FRANCISCO SEMEDO</a>'], 'photo_reference': 'Aap_uEArTD1crnQHC8QEEJRDLdq-3iKUvQjqPQFnsTu7UhV7mJvUoTBfQvYXGn0zhj1299CsbA99cGEmEJq2yc-BTwICdyBQx8QAN-2i4vM4su6J_g1OZLcb75BBVftw-jJu1094dwQ2fmFHvtmffiFCh7bTPIH3hx57bJsbPYtwauX_pSnI', 'width': 2448}]",ChIJwymOuDHJHg0RfHjDvAdi4rM,"{'compound_code': 'MMVQ+38 Oeiras', 'global_code': '8CCGMMVQ+38'}",4.1,ChIJwymOuDHJHg0RfHjDvAdi4rM,GOOGLE,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",8.0,"R. Cândido dos Reis 98, Oeiras",21 222 0240,+351 21 222 0240,,https://maps.google.com/?cid=9410739207701283039,
556,OPERATIONAL,"{'location': {'lat': 38.6977063, 'lng': -9.299951799999999}, 'viewport': {'northeast': {'lat': 38.69905162989272, 'lng': -9.298731820107276}, 'southwest': {'lat': 38.69635197010728, 'lng': -9.30143147989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Pharmacy Parque dos Poetas,{'open_now': False},"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109987612516312393523"">Mónica Ferreira</a>'], 'photo_reference': 'Aap_uEDEUM9qAveD46IwlBboYFRTv3ZQQuz8yvInOMpn4mw1422dKz7A3IocAmojXQOigC6iczO1PiwH2KgA9UwNEopAvpBJAe7SG4VABwzJ7UvsTISJgAEvrkUPM3FUHWOVzD9cAexXlRPq8nhuLr1CvtvtlBGqaV2rEcRjP4i1cLTsbyW8', 'width': 3120}]",ChIJteCfZErJHg0RBZTj1jDJ4zM,"{'compound_code': 'MPX2+32 Oeiras', 'global_code': '8CCGMPX2+32'}",2.5,ChIJteCfZErJHg0RBZTj1jDJ4zM,GOOGLE,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",15.0,"R. A Gazeta D'Oeiras 2D, Oeiras",21 441 4227,+351 21 441 4227,http://farmaciaparquedospoetas.pt/,https://maps.google.com/?cid=3739053327248495621,
557,OPERATIONAL,"{'location': {'lat': 38.6880715, 'lng': -9.307881799999999}, 'viewport': {'northeast': {'lat': 38.68936462989272, 'lng': -9.306481270107279}, 'southwest': {'lat': 38.68666497010727, 'lng': -9.309180929892722}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Farmácia Sacoor de Santo Amaro de Oeiras,{'open_now': True},"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102154017451986569039"">A Google User</a>'], 'photo_reference': 'Aap_uECIpbw63NhT_sZ74lo8mH4xPQ1P86E1QPIwos4zv8PaCTVMoHFT1kFF5vPKa8RIMPFunE6Ho5eD7-6IgPEIhkjMB1wS6uhazyLyVVcLCAMxNzuvhk-rDli1vKeAAvpnxJx3vsUqUfCRAT8XK-Sg3L-xi0BlwsXuA8G-pLaCaVBZv1eN', 'width': 3264}]",ChIJLaUWj37JHg0R5zhyj0f_VPc,"{'compound_code': 'MMQR+6R Oeiras', 'global_code': '8CCGMMQR+6R'}",4.3,ChIJLaUWj37JHg0R5zhyj0f_VPc,GOOGLE,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",13.0,"Rua de Vera Cruz Nº 2C, Oeiras",21 443 2039,+351 21 443 2039,http://www.farmaciasacoor.pt/,https://maps.google.com/?cid=17822150308226283751,
558,OPERATIONAL,"{'location': {'lat': 38.6928565, 'lng': -9.297888}, 'viewport': {'northeast': {'lat': 38.69414237989272, 'lng': -9.296536320107277}, 'southwest': {'lat': 38.69144272010728, 'lng': -9.299235979892721}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Farmácia Pargana,{'open_now': False},"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111446988894701844936"">A Google User</a>'], 'photo_reference': 'Aap_uEDDcQf8MhzZGGghk0uQMfSZHP0TIjLsa3lt8VUPmDQfLSYSNbESBKPGsXrG79Wr0F0QbANgKNOmWkWlgLb9hEb7krY-lP6fnZUNc_B4cnIagIbw7nrV9ld6tO255Rwt42EvUnnoET_tAYv7GK4rt3kTS2Kh72SxPav-uDbbLxmC9Jeo', 'width': 960}]",ChIJwUKHB6HNHg0RKxdvQ_nWG5U,"{'compound_code': 'MPV2+4R Paço de Arcos', 'global_code': '8CCGMPV2+4R'}",4.7,ChIJwUKHB6HNHg0RKxdvQ_nWG5U,GOOGLE,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",13.0,"Rua, Av. Eng. Bonneville Franco 6, Paço de Arcos",21 443 5147,+351 21 443 5147,https://www.farmaciasportuguesas.pt/catalogo/ficha-farmacia?code=18830,https://maps.google.com/?cid=10744417702089004843,
559,OPERATIONAL,"{'location': {'lat': 38.692693, 'lng': -9.2998345}, 'viewport': {'northeast': {'lat': 38.69407097989272, 'lng': -9.298440420107278}, 'southwest': {'lat': 38.69137132010727, 'lng': -9.301140079892722}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Drogaria Estrela,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114980031996187491623"">Luís Boléo</a>'], 'photo_reference': 'Aap_uEB2xoplGzjbu013gTY_NMd18x9gF8tK47jqCSv3Vm06o95eTLewH9_SfgyWJsQ0w3jqiQdrxjufQGgEw3PxhXHTmDnKlWwDJnCgtuqjvydzXLFdIeq0d1TuNhUhUmwR9uc7mZLaoEDaDQntoVRkYXnS-H_w79iPghuLUbK_pzj_F5h3', 'width': 3000}]",ChIJTTdgM0jJHg0RCV5IzseyHMw,"{'compound_code': 'MPV2+33 Paço de Arcos', 'global_code': '8CCGMPV2+33'}",2.5,ChIJTTdgM0jJHg0RCV5IzseyHMw,GOOGLE,"['drugstore', 'health', 'point_of_interest', 'store', 'establishment']",2.0,"R. José Henriques Coelho 11, Paço de Arcos",,,,https://maps.google.com/?cid=15277061857821291899,
560,OPERATIONAL,"{'location': {'lat': 38.6952398, 'lng': -9.3087825}, 'viewport': {'northeast': {'lat': 38.69655092989272, 'lng': -9.307427970107279}, 'southwest': {'lat': 38.69385127010727, 'lng': -9.310127629892722}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Drogaria Fragoso & Higino,{'open_now': False},"[{'height': 2016, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111581880539485553065"">FRAGOSO &amp; HIGINO LDA.</a>'], 'photo_reference': 'Aap_uEA3LpxzADIrf1knLdFGgQP7Y9y8G1w6tSQbGRsAFKktCBTQFwydtozmCu5FY1FQ2Q7-Hj59cwzUD8ze5wKjxswnMHavPSMrcxWxh0mq8TOND6djKTm9qiIeauKkZwFRZsdIBodhaC5vKgfHQIB5B6AmDd5BhFmSdDZRhftgMWzOz3Bg', 'width': 1134}]",ChIJLaUNJi7JHg0RDrBwpqtSzo4,"{'compound_code': 'MMWR+3F Oeiras', 'global_code': '8CCGMMWR+3F'}",3.8,ChIJLaUNJi7JHg0RDrBwpqtSzo4,GOOGLE,"['drugstore', 'health', 'point_of_interest', 'store', 'establishment']",8.0,"R. António Sérgio 14A, Oeiras",21 443 8472,+351 21 443 8472,https://fragoso-higino-lda.negocio.site/,https://maps.google.com/?cid=10290253095773450254,
561,OPERATIONAL,"{'location': {'lat': 38.702541, 'lng': -9.305843099999999}, 'viewport': {'northeast': {'lat': 38.70391992989273, 'lng': -9.30453762010728}, 'southwest': {'lat': 38.70122027010729, 'lng': -9.307237279892723}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,"Farmácia Nova Campolide - Lp - Indústria E Comércio De Artigos Farmacêuticos, Lda.",,,ChIJrUkWecvOHg0RZ8-VhmSnGGg,"{'compound_code': 'PM3V+2M Oeiras', 'global_code': '8CCGPM3V+2M'}",5.0,ChIJrUkWecvOHg0RZ8-VhmSnGGg,GOOGLE,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",1.0,"R. Dr. José da Cunha 28A, Oeiras",21 383 8455,+351 21 383 8455,,https://maps.google.com/?cid=7500929229582094183,
562,OPERATIONAL,"{'location': {'lat': 38.747978, 'lng': -9.139170499999999}, 'viewport': {'northeast': {'lat': 38.74927937989272, 'lng': -9.137817920107278}, 'southwest': {'lat': 38.74657972010728, 'lng': -9.140517579892723}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,AS CLÍNICAS - Clínicas Médicas e Dentárias Lisboa,{'open_now': False},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106141796609237959707"">A Google User</a>'], 'photo_reference': 'Aap_uED5dMJ0DQ5gRWkhAmBMKC_cQDGaoOstT5mgV-k-IOPF_ZqVhnYoNwNNLIYoIKvAq2jySowRD2lHJfmb1ITgfUYHQghdEADYW0bkGxUjK60PP9pMF6lnJeqqgbNo6EedargiJYt25X-Imz8O0IOxjHoyQh14gvUEoULQgycQCaNYlhbG', 'width': 3024}]",ChIJQ65ln3wzGQ0R-YMvRZbrRcM,"{'compound_code': 'PVX6+58 Lisbon', 'global_code': '8CCGPVX6+58'}",4.6,ChIJQ65ln3wzGQ0R-YMvRZbrRcM,GOOGLE,"['dentist', 'health', 'point_of_interest', 'establishment']",73.0,"R. Dr. Gama Barros 27A, Lisboa",916 892 580,+351 916 892 580,https://www.asclinicas.pt/,https://maps.google.com/?cid=14070911641427346425,
563,OPERATIONAL,"{'location': {'lat': 38.7471676, 'lng': -9.139273099999999}, 'viewport': {'northeast': {'lat': 38.74843567989272, 'lng': -9.137917120107277}, 'southwest': {'lat': 38.74573602010727, 'lng': -9.14061677989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Xs, Clínica Médica E Estética, Lda.",,,ChIJDfdu2K4zGQ0RVg0WmblQjxE,,0.0,ChIJDfdu2K4zGQ0RVg0WmblQjxE,GOOGLE,"['health', 'point_of_interest', 'establishment']",0.0,"Largo Machado de Assis B, Lisboa",21 844 6421,+351 21 844 6421,,https://maps.google.com/?cid=1265318778381929814,
564,OPERATIONAL,"{'location': {'lat': 38.747615, 'lng': -9.1407365}, 'viewport': {'northeast': {'lat': 38.74893207989272, 'lng': -9.139486020107277}, 'southwest': {'lat': 38.74623242010728, 'lng': -9.142185679892723}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Clínica Dentária Roma,,,ChIJAy-eOqkzGQ0RmLsj_QlAxRk,"{'compound_code': 'PVX5+2P Lisbon', 'global_code': '8CCGPVX5+2P'}",5.0,ChIJAy-eOqkzGQ0RmLsj_QlAxRk,GOOGLE,"['health', 'point_of_interest', 'establishment']",2.0,"Av. de Roma 48, Lisboa",21 797 6270,+351 21 797 6270,https://smileup.pt/clinica-dentaria-alvalade,https://maps.google.com/?cid=3525255582725038444,
565,OPERATIONAL,"{'location': {'lat': 38.7471135, 'lng': -9.1391735}, 'viewport': {'northeast': {'lat': 38.74847162989272, 'lng': -9.137660020107278}, 'southwest': {'lat': 38.74577197010728, 'lng': -9.140359679892722}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Fisio One- Clínica De Fisioterapia, Lda",{'open_now': False},"[{'height': 2955, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108180367163415774814"">A Google User</a>'], 'photo_reference': 'Aap_uEAiCQa9CChaZnPQObWA27MTHTS7xl1Uy8BSeFWdusYr7fUkCGtgtyOCWN4s60t-qV7H3NtPZ36S0T7laRlzNFtX8FgNZ_dss9WLnf8gcj9TdRNbm4s48UjVmkdsmhNIYlNMU9B18W2uS3VDLsj8CRU3nzUu24Alrqs6N_vJz8mXvjJ3', 'width': 3940}]",ChIJaynLSEQtGQ0RHlpqSUExdss,"{'compound_code': 'PVW6+R8 Lisbon', 'global_code': '8CCGPVW6+R8'}",4.8,ChIJaynLSEQtGQ0RHlpqSUExdss,GOOGLE,"['health', 'point_of_interest', 'establishment']",12.0,"Largo Machado de Assis 9H, Lisboa",916 805 866,+351 916 805 866,http://www.fisioone.pt/,https://maps.google.com/?cid=14660959793425570334,
566,OPERATIONAL,"{'location': {'lat': 38.7472045, 'lng': -9.1389163}, 'viewport': {'northeast': {'lat': 38.74851167989272, 'lng': -9.137536070107277}, 'southwest': {'lat': 38.74581202010727, 'lng': -9.140235729892721}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,DIRECLIN Roma - Dentista Lisboa,{'open_now': False},,ChIJDfdu2K4zGQ0RvSIg5RMHqKI,"{'compound_code': 'PVW6+VC Lisbon', 'global_code': '8CCGPVW6+VC'}",5.0,ChIJDfdu2K4zGQ0RvSIg5RMHqKI,GOOGLE,"['dentist', 'health', 'point_of_interest', 'establishment']",4.0,"Largo Machado de Assis 9G, Lisboa",21 014 8366,+351 21 014 8366,http://www.direclin.com/,https://maps.google.com/?cid=11720625812261577405,
567,OPERATIONAL,"{'location': {'lat': 38.7497614, 'lng': -9.1370974}, 'viewport': {'northeast': {'lat': 38.75078152989272, 'lng': -9.135784370107277}, 'southwest': {'lat': 38.74808187010728, 'lng': -9.138484029892721}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Doutor Nobre Leitão & Associados-clínica Médica Lda,,,ChIJc5gqf64zGQ0Rw6Ucqlsg9MM,"{'compound_code': 'PVX7+W5 Lisbon', 'global_code': '8CCGPVX7+W5'}",0.0,ChIJc5gqf64zGQ0Rw6Ucqlsg9MM,GOOGLE,"['health', 'point_of_interest', 'establishment']",0.0,"Av. Estados Unidos da América 48, Lisboa",21 315 5209,+351 21 315 5209,,https://maps.google.com/?cid=14119946309781464515,
568,OPERATIONAL,"{'location': {'lat': 38.7461101, 'lng': -9.1392273}, 'viewport': {'northeast': {'lat': 38.74731392989272, 'lng': -9.137855670107278}, 'southwest': {'lat': 38.74461427010728, 'lng': -9.140555329892722}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Clínica Dentária Vita Centro Lisboa,{'open_now': False},"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108828456686483451994"">A Google User</a>'], 'photo_reference': 'Aap_uEBJNZlgmErjyuBdf1qbDNa83Hb4i__sD2d-xc4OnHfRiMa17SLI-WIduJ1i6uiL6zRctoJ1ZzcR21dhbslUaMvWwMF_IgJJIrZDv_9tN1rBgLZoUe3MY7ti9kApOQqzIyGkvNWAl4LPz_7mVdMWhB-gKDquuniy8b7wQiBXbYMZnwnq', 'width': 5312}]",ChIJIeEHSq8zGQ0Ryca2eZ8FprM,"{'compound_code': 'PVW6+C8 Lisbon', 'global_code': '8CCGPVW6+C8'}",4.7,ChIJIeEHSq8zGQ0Ryca2eZ8FprM,GOOGLE,"['dentist', 'health', 'point_of_interest', 'establishment']",141.0,"Av. Frei Miguel Contreiras 54C, Lisboa",21 844 6644,+351 21 844 6644,https://www.vitacentro.com/,https://maps.google.com/?cid=12945040361423029961,
569,OPERATIONAL,"{'location': {'lat': 38.74965170000001, 'lng': -9.141594}, 'viewport': {'northeast': {'lat': 38.75097197989273, 'lng': -9.140272020107279}, 'southwest': {'lat': 38.74827232010728, 'lng': -9.142971679892723}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Centro Clinico De São Jose, Lda.",,,ChIJUaUuXqkzGQ0RaaKG8hklbTY,"{'compound_code': 'PVX5+V9 Lisbon', 'global_code': '8CCGPVX5+V9'}",3.0,ChIJUaUuXqkzGQ0RaaKG8hklbTY,GOOGLE,"['health', 'point_of_interest', 'establishment']",1.0,"Av. Estados Unidos da América 92, Lisboa",21 849 1310,+351 21 849 1310,,https://maps.google.com/?cid=3921831643882889833,
570,OPERATIONAL,"{'location': {'lat': 38.748605, 'lng': -9.136835099999999}, 'viewport': {'northeast': {'lat': 38.75014042989272, 'lng': -9.135465020107278}, 'southwest': {'lat': 38.74744077010727, 'lng': -9.138164679892721}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Fisiotrata - Clínica de Fisioterapia Lda,{'open_now': False},"[{'height': 1816, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102445289184232568079"">Fisiotrata - Clínica de Fisioterapia Lda</a>'], 'photo_reference': 'Aap_uECQvyBE5i8bHXml95dz479SVBnmDiiYaJPaQnjo2vRP8MAzkuMM2OK6Nl_N0ul_-QAcwACgOArB98XzLAraJo-9Dle_r7ISrb-1e0z-YF2Zg3Swac3l7YCWSLJ_KtMhfjCn-KxgFCJp1I31z5JLqpi50AnsueEbIGeAlQUNVpizg6Rx', 'width': 3228}]",ChIJA7GRXa4zGQ0R2QbMNa9AR_Q,"{'compound_code': 'PVX7+C7 Lisbon', 'global_code': '8CCGPVX7+C7'}",4.9,ChIJA7GRXa4zGQ0R2QbMNa9AR_Q,GOOGLE,"['physiotherapist', 'health', 'point_of_interest', 'establishment']",50.0,"Av. Estados Unidos da América 51C, Lisboa",21 847 8366,+351 21 847 8366,https://fisiotrata.business.site/,https://maps.google.com/?cid=17602108789866890969,
